WKN;URL;URL_Historie;Secu_ID
A0H52F;https://www.ariva.de/mvv_energie-aktie;https://www.ariva.de/mvv_energie-aktie/kurse/historische-kurse;938162
A1W66W;https://www.ariva.de/moncler-aktie;https://www.ariva.de/moncler-aktie/kurse/historische-kurse;114204766
A0BLMY;https://www.ariva.de/gecina-aktie;https://www.ariva.de/gecina-aktie/kurse/historische-kurse;190885
