ID;Bezeichnung;WKN;secu;ISIN;Branche;Sektor;Indizes;WP_Art;Veraenderung_zum_Vortag_€;Veraenderung_zum_Vortag_%;link_Hauptseite;link_Chart;link_Kurshistorie;link_Analysten;link_GuV;Boerse_ID;;;;
230541;Neste OYJ;A0D9U6;;BE0003470755;Chemikalien;Grundstoffe;;;0;0;;;;;;6;;https://www.ariva.de/Neste-aktie;;https://www.ariva.de/Neste-aktie/Kurse/historische-kurse
230542;Loblaw Companies Ltd.;853286;;CH0010570759;Konditoren;Defensive Konsumgüter;;;0;0;;;;;;6;;https://www.ariva.de/Loblaw-aktie;;https://www.ariva.de/Loblaw-aktie/Kurse/historische-kurse
230543;Coursera Inc;A2QRZ7;;CH0009002962;Konditoren;Defensive Konsumgüter;;;0;0;;;;;;6;;https://www.ariva.de/Coursera-aktie;;https://www.ariva.de/Coursera-aktie/Kurse/historische-kurse
230544;Stride Inc.;A2QJVN;;SE0014990966;Elektronische Bauelemente;Technologie;;;0;0;;;;;;6;;https://www.ariva.de/Stride-aktie;;https://www.ariva.de/Stride-aktie/Kurse/historische-kurse
230545;WSP Global Inc.;A1XBPS;;PTJMT0AE0001;Speisenverteilung;Defensive Konsumgüter;;;0;0;;;;;;6;;https://www.ariva.de/WSP-aktie;;https://www.ariva.de/WSP-aktie/Kurse/historische-kurse
230546;High Tide Inc;A2PBPS;;US71377A1034;Speisenverteilung;Defensive Konsumgüter;;;0;0;;;;;;6;;https://www.ariva.de/High-aktie;;https://www.ariva.de/High-aktie/Kurse/historische-kurse
230547;GFL Environmental Inc.;A2PUD4;;US29670G1022;Versorgungsunternehmen - Geregelte Wasser;Versorger;;;0;0;;;;;;6;;https://www.ariva.de/GFL-aktie;;https://www.ariva.de/GFL-aktie/Kurse/historische-kurse
230548;Waste Connections Inc.;A2AKQ7;;DK0010253921;Konglomerate;Industrie;;;0;0;;;;;;6;;https://www.ariva.de/Waste-aktie;;https://www.ariva.de/Waste-aktie/Kurse/historische-kurse
230549;Assa-Abloy AB;A14TVM;;IT0003796171;Konglomerate;Industrie;;;0;0;;;;;;6;;https://www.ariva.de/Assa-Abloy-aktie;;https://www.ariva.de/Assa-Abloy-aktie/Kurse/historische-kurse
230550;ADT Inc.;A2JBN6;;SE0015962477;Konglomerate;Industrie;;;0;0;;;;;;6;;https://www.ariva.de/ADT-aktie;;https://www.ariva.de/ADT-aktie/Kurse/historische-kurse
230551;Roblox;A2QHVS;;CA8849038085;Spezielle Unternehmensdienstleistungen;Industrie;;;0;0;;;;;;6;;#WERT!;;#WERT!
230552;CEZ AS;887832;;DK0010201102;Flughäfen und Luftverkehrsdienste;Industrie;;;0;0;;;;;;6;;https://www.ariva.de/CEZ-aktie;;https://www.ariva.de/CEZ-aktie/Kurse/historische-kurse
230553;Orsted A/S;A0NBLH;;FR0010340141;Flughäfen und Luftverkehrsdienste;Industrie;;;0;0;;;;;;6;;https://www.ariva.de/Orsted-aktie;;https://www.ariva.de/Orsted-aktie/Kurse/historische-kurse
230554;EDP Renováveis S.A.;A0Q249;;CH0319416936;Flughäfen und Luftverkehrsdienste;Industrie;;;0;0;;;;;;6;;https://www.ariva.de/EDP-aktie;;https://www.ariva.de/EDP-aktie/Kurse/historische-kurse
230555;Evolution Gaming Gr.AB (publ);A2PK19;;SE0000115420;Farm & Schwere Baumaschinen;Industrie;;;0;0;;;;;;6;;https://www.ariva.de/Evolution-aktie;;https://www.ariva.de/Evolution-aktie/Kurse/historische-kurse
230556;Haleon PLC;A3DNZQ;;FR0010451203;Elektronik & Computer-Vertrieb;Technologie;;;0;0;;;;;;6;;https://www.ariva.de/Haleon-aktie;;https://www.ariva.de/Haleon-aktie/Kurse/historische-kurse
230557;Sandoz Group AG;A3ETYB;;CH0025238863;Integrierte Fracht & Logistik;Industrie;;;0;0;;;;;;6;;https://www.ariva.de/Sandoz-aktie;;https://www.ariva.de/Sandoz-aktie/Kurse/historische-kurse
230558;Allegro.eu Registered Shares ZY -,01;A2QEGF;;SE0000106270;Bekleidungsherstellung;Zyklische Konsumgüter;;;0;0;;;;;;6;;https://www.ariva.de/Allegro.eu-aktie;;https://www.ariva.de/Allegro.eu-aktie/Kurse/historische-kurse
230559;Coupang;A2QQZ2;;IT0004965148;Bekleidungsherstellung;Zyklische Konsumgüter;;;0;0;;;;;;6;;#WERT!;;#WERT!
230560;Games Workshop Group PLC;900512;;FR0010040865;REIT - Büro;Immobilien;;;0;0;;;;;;6;;https://www.ariva.de/Games-aktie;;https://www.ariva.de/Games-aktie/Kurse/historische-kurse
230561;Canadian National Railway Co.;897879;;NL00150006R6;Immobilien-Entwicklung;Immobilien;;;0;0;;;;;;6;;https://www.ariva.de/Canadian-aktie;;https://www.ariva.de/Canadian-aktie/Kurse/historische-kurse
230562;Canadian Pacific Kansas City Limited;A3D9ZG;;SE0000191827;Immobilien-Entwicklung;Immobilien;;;0;0;;;;;;6;;https://www.ariva.de/Canadian-aktie;;https://www.ariva.de/Canadian-aktie/Kurse/historische-kurse
230563;UNIVERSAL MUSIC GROUP EO1;A3C291;;US3462321015;Immobilien-Entwicklung;Immobilien;;;0;0;;;;;;6;;https://www.ariva.de/UNIVERSAL-aktie;;https://www.ariva.de/UNIVERSAL-aktie/Kurse/historische-kurse
230564;Mediaset S.p.A.;A3EXL9;;NO0010466022;Verlag;Kommunikationsdienstleistungen;;;0;0;;;;;;6;;https://www.ariva.de/Mediaset-aktie;;https://www.ariva.de/Mediaset-aktie/Kurse/historische-kurse
230565;TEGNA Inc.;A14VMF;;NO0003028904;Verlag;Kommunikationsdienstleistungen;;;0;0;;;;;;6;;https://www.ariva.de/TEGNA-aktie;;https://www.ariva.de/TEGNA-aktie/Kurse/historische-kurse
230566;Triple Flag Precious Metals Corp;A2PYB1;;FI0009013296;Öl und Gas - Raffination und Vermarktung;Energie;;;0;0;;;;;;6;;https://www.ariva.de/Triple-aktie;;https://www.ariva.de/Triple-aktie/Kurse/historische-kurse
230567;China Gold Intl Res Corp. Ltd.;A1C1KW;;CA5394811015;Lebensmittelgeschäfte;Defensive Konsumgüter;;;0;0;;;;;;6;;https://www.ariva.de/China-aktie;;https://www.ariva.de/China-aktie/Kurse/historische-kurse
230568;Christian Dior SE;883123;;US22266M1045;Ausbildungs und Fortbildungsdienstleistungsfirmen;Defensive Konsumgüter;;;0;0;;;;;;6;;https://www.ariva.de/Christian-aktie;;https://www.ariva.de/Christian-aktie/Kurse/historische-kurse
230569;Allegro.eu Registered Shares ZY -,01;A2QEGF;;US86333M1080;Ausbildungs und Fortbildungsdienstleistungsfirmen;Defensive Konsumgüter;;;0;0;;;;;;6;;https://www.ariva.de/Allegro.eu-aktie;;https://www.ariva.de/Allegro.eu-aktie/Kurse/historische-kurse
230570;Coupang;A2QQZ2;;CA92938W2022;Ingenieurwesen und Bau;Industrie;;;0;0;;;;;;6;;#WERT!;;#WERT!
230571;UNIVERSAL MUSIC GROUP EO1;A3C291;;CA42981E4013;Pharmazeutische Einzelhändler;Gesundheitswesen;;;0;0;;;;;;6;;https://www.ariva.de/UNIVERSAL-aktie;;https://www.ariva.de/UNIVERSAL-aktie/Kurse/historische-kurse
230572;Hexagon AB;A3CMTD;;CA36168Q1046;Abfallwirtschaft;Industrie;;;0;0;;;;;;6;;https://www.ariva.de/Hexagon-aktie;;https://www.ariva.de/Hexagon-aktie/Kurse/historische-kurse
230573;Jerónimo Martins, SGPS, S.A.;878605;;CA94106B1013;Abfallwirtschaft;Industrie;;;0;0;;;;;;6;;https://www.ariva.de/Jerónimo-aktie;;https://www.ariva.de/Jerónimo-aktie/Kurse/historische-kurse
230574;Alimentation Couche-Tard;A3DSL8;;SE0007100581;Schutz und Sicherungsdienstleistungen;Industrie;;;0;0;;;;;;6;;https://www.ariva.de/Alimentation-aktie;;https://www.ariva.de/Alimentation-aktie/Kurse/historische-kurse
230575;Blackstone Group Inc., The;A2PM4W;;US00090Q1031;Schutz und Sicherungsdienstleistungen;Industrie;;;0;0;;;;;;6;;https://www.ariva.de/Blackstone-aktie;;https://www.ariva.de/Blackstone-aktie/Kurse/historische-kurse
230576;Investor A (FRIA) O.N.;A3CMTF;;US7710491033;Elektronische Spiele und Multimedia;Kommunikationsdienstleistungen;;;0;0;;;;;;6;;https://www.ariva.de/Investor-aktie;;https://www.ariva.de/Investor-aktie/Kurse/historische-kurse
230577;Brookfield Corporation;A3D3EV;;CZ0005112300;Versorgungsunternehmen - erneuerbar;Versorger;;;0;0;;;;;;6;;https://www.ariva.de/Brookfield-aktie;;https://www.ariva.de/Brookfield-aktie/Kurse/historische-kurse
230578;Noble Corp Plc;A3DV8N;;DK0060094928;Versorgungsunternehmen - erneuerbar;Versorger;;;0;0;;;;;;6;;https://www.ariva.de/Noble-aktie;;https://www.ariva.de/Noble-aktie/Kurse/historische-kurse
230579;Transocean Ltd.;A0REAY;;ES0127797019;Versorgungsunternehmen - erneuerbar;Versorger;;;0;0;;;;;;6;;https://www.ariva.de/Transocean-aktie;;https://www.ariva.de/Transocean-aktie/Kurse/historische-kurse
230580;SeaDrill Ltd.;A2NB6F;;SE0012673267;Glücksspiel;Zyklische Konsumgüter;;;0;0;;;;;;6;;https://www.ariva.de/SeaDrill-aktie;;https://www.ariva.de/SeaDrill-aktie/Kurse/historische-kurse
230581;Catena AB;A0JKZH;;GB00BMX86B70;Arzneimittelherstellern- Spezielle und Generische;Gesundheitswesen;;;0;0;;;;;;6;;https://www.ariva.de/Catena-aktie;;https://www.ariva.de/Catena-aktie/Kurse/historische-kurse
230582;Fastighets AB Balder;A3DM8U;;CH1243598427;Arzneimittelherstellern- Spezielle und Generische;Gesundheitswesen;;;0;0;;;;;;6;;https://www.ariva.de/Fastighets-aktie;;https://www.ariva.de/Fastighets-aktie/Kurse/historische-kurse
230583;Howard Hughes Holdings Inc;A3ERKJ;;LU2237380790;Internet-Einzelhandel;Zyklische Konsumgüter;;;0;0;;;;;;6;;https://www.ariva.de/Howard-aktie;;https://www.ariva.de/Howard-aktie/Kurse/historische-kurse
230584;Lagercrantz Group AB;A2QEJ6;;US22266T1097;Internet-Einzelhandel;Zyklische Konsumgüter;;;0;0;;;;;;6;;https://www.ariva.de/Lagercrantz-aktie;;https://www.ariva.de/Lagercrantz-aktie/Kurse/historische-kurse
230585;Olav Thon Eiendomsselskap AS;874342;;GB0003718474;Freizeit;Zyklische Konsumgüter;;;0;0;;;;;;6;;https://www.ariva.de/Olav-aktie;;https://www.ariva.de/Olav-aktie/Kurse/historische-kurse
230586;Assa-Abloy AB;A14TVM;;CA1363751027;Eisenbahnen;Industrie;;;0;0;;;;;;6;;https://www.ariva.de/Assa-Abloy-aktie;;https://www.ariva.de/Assa-Abloy-aktie/Kurse/historische-kurse
230587;ADT Inc.;A2JBN6;;CA13646K1084;Eisenbahnen;Industrie;;;0;0;;;;;;6;;https://www.ariva.de/ADT-aktie;;https://www.ariva.de/ADT-aktie/Kurse/historische-kurse
230588;Coats Group PLC;A1JA3L;;NL0015000IY2;Unterhaltung;Kommunikationsdienstleistungen;;;0;0;;;;;;6;;https://www.ariva.de/Coats-aktie;;https://www.ariva.de/Coats-aktie/Kurse/historische-kurse
230589;Chargeurs S.A.;901535;;NL0015001OJ9;Übertragungen;Kommunikationsdienstleistungen;;;0;0;;;;;;6;;https://www.ariva.de/Chargeurs-aktie;;https://www.ariva.de/Chargeurs-aktie/Kurse/historische-kurse
230590;H & M Hennes & Mauritz AB;872318;;US87901J1051;Übertragungen;Kommunikationsdienstleistungen;;;0;0;;;;;;6;;https://www.ariva.de/H-aktie;;https://www.ariva.de/H-aktie/Kurse/historische-kurse
230591;Moncler S.p.A.;A1W66W;;CA89679M1041;Andere Edelmetalle & Bergbau;Grundstoffe;;;0;0;;;;;;6;;https://www.ariva.de/Moncler-aktie;;https://www.ariva.de/Moncler-aktie/Kurse/historische-kurse
230592;TFI International Inc.;A2DJ2Q;;CA16890P1036;Andere Edelmetalle & Bergbau;Grundstoffe;;;0;0;;;;;;6;;https://www.ariva.de/TFI-aktie;;https://www.ariva.de/TFI-aktie/Kurse/historische-kurse
230593;Schibsted ASA;884432;;FR0000130403;Luxuswaren;Zyklische Konsumgüter;;;0;0;;;;;;6;;https://www.ariva.de/Schibsted-aktie;;https://www.ariva.de/Schibsted-aktie/Kurse/historische-kurse
230594;Volvo (A);871229;;LU2237380790;Internet-Einzelhandel;Zyklische Konsumgüter;;;0;0;;;;;;6;;https://www.ariva.de/Volvo-aktie;;https://www.ariva.de/Volvo-aktie/Kurse/historische-kurse
230595;Norsk Hydro ASA;851908;;US22266T1097;Internet-Einzelhandel;Zyklische Konsumgüter;;;0;0;;;;;;6;;https://www.ariva.de/Norsk-aktie;;https://www.ariva.de/Norsk-aktie/Kurse/historische-kurse
230596;Alcoa Corp.;A2ASZ7;;NL0015000IY2;Unterhaltung;Kommunikationsdienstleistungen;;;0;0;;;;;;6;;https://www.ariva.de/Alcoa-aktie;;https://www.ariva.de/Alcoa-aktie/Kurse/historische-kurse
230597;Constellium SE;A2PWZL;;SE0015961909;Wissenschaftliche und technische Instrumente;Technologie;;;0;0;;;;;;6;;https://www.ariva.de/Constellium-aktie;;https://www.ariva.de/Constellium-aktie/Kurse/historische-kurse
230598;Grupa Kety S.A.;898447;;PTJMT0AE0001;Speisenverteilung;Defensive Konsumgüter;;;0;0;;;;;;6;;https://www.ariva.de/Grupa-aktie;;https://www.ariva.de/Grupa-aktie/Kurse/historische-kurse
230599;Haleon PLC;A3DNZQ;;CA01626P1484;Fachhandel;Zyklische Konsumgüter;;;0;0;;;;;;6;;https://www.ariva.de/Haleon-aktie;;https://www.ariva.de/Haleon-aktie/Kurse/historische-kurse
230600;Sandoz Group AG;A3ETYB;;US09260D1072;Vermögensverwaltung;Finanzdienstleistungen;;;0;0;;;;;;6;;https://www.ariva.de/Sandoz-aktie;;https://www.ariva.de/Sandoz-aktie/Kurse/historische-kurse
230601;Poste Italiane S.p.A.;A14V64;;SE0015811955;Vermögensverwaltung;Finanzdienstleistungen;;;0;0;;;;;;6;;https://www.ariva.de/Poste-aktie;;https://www.ariva.de/Poste-aktie/Kurse/historische-kurse
230602;Nolato AB;901432;;CA11271J1075;Vermögensverwaltung;Finanzdienstleistungen;;;0;0;;;;;;6;;https://www.ariva.de/Nolato-aktie;;https://www.ariva.de/Nolato-aktie/Kurse/historische-kurse
230603;Bunge Ltd.;762269;;GB00BMXNWH07;Öl und Gasbohrungen;Energie;;;0;0;;;;;;6;;https://www.ariva.de/Bunge-aktie;;https://www.ariva.de/Bunge-aktie/Kurse/historische-kurse
230604;Mowi ASA;924848;;CH0048265513;Öl und Gasbohrungen;Energie;;;0;0;;;;;;6;;https://www.ariva.de/Mowi-aktie;;https://www.ariva.de/Mowi-aktie/Kurse/historische-kurse
230605;Waste Connections Inc.;A2AKQ7;;BMG7997W1029;Öl und Gasbohrungen;Energie;;;0;0;;;;;;6;;https://www.ariva.de/Waste-aktie;;https://www.ariva.de/Waste-aktie/Kurse/historische-kurse
230606;Rexel S.A.;A0MM7Q;;SE0001664707;Immobilien - diversifiziert;Immobilien;;;0;0;;;;;;6;;https://www.ariva.de/Rexel-aktie;;https://www.ariva.de/Rexel-aktie/Kurse/historische-kurse
230607;Essential Utilities Inc.;A2PZEK;;SE0017832488;Immobilien - diversifiziert;Immobilien;;;0;0;;;;;;6;;https://www.ariva.de/Essential-aktie;;https://www.ariva.de/Essential-aktie/Kurse/historische-kurse
230608;Thomson Reuters Corp;A3EETN;;US44267T1025;Immobilien - diversifiziert;Immobilien;;;0;0;;;;;;6;;https://www.ariva.de/Thomson-aktie;;https://www.ariva.de/Thomson-aktie/Kurse/historische-kurse
230609;Games Workshop Group PLC;900512;;SE0014990966;Elektronische Bauelemente;Technologie;;;0;0;;;;;;6;;https://www.ariva.de/Games-aktie;;https://www.ariva.de/Games-aktie/Kurse/historische-kurse
230610;Christian Dior SE;883123;;NO0005638858;Immobilien-Dienstleistungen;Immobilien;;;0;0;;;;;;6;;https://www.ariva.de/Christian-aktie;;https://www.ariva.de/Christian-aktie/Kurse/historische-kurse
230611;PennyMac Financial Services;A2N8PG;;SE0007100581;Schutz und Sicherungsdienstleistungen;Industrie;;;0;0;;;;;;6;;https://www.ariva.de/PennyMac-aktie;;https://www.ariva.de/PennyMac-aktie/Kurse/historische-kurse
230612;First National Financial Corp.;A1H4UM;;US00090Q1031;Schutz und Sicherungsdienstleistungen;Industrie;;;0;0;;;;;;6;;https://www.ariva.de/First-aktie;;https://www.ariva.de/First-aktie/Kurse/historische-kurse
230613;WSP Global Inc.;A1XBPS;;GB00B4YZN328;Textilherstellung;Zyklische Konsumgüter;;;0;0;;;;;;6;;https://www.ariva.de/WSP-aktie;;https://www.ariva.de/WSP-aktie/Kurse/historische-kurse
230614;Evolution Gaming Gr.AB (publ);A2PK19;;FR0000130692;Textilherstellung;Zyklische Konsumgüter;;;0;0;;;;;;6;;https://www.ariva.de/Evolution-aktie;;https://www.ariva.de/Evolution-aktie/Kurse/historische-kurse
230615;Berkshire Hathaway Inc.;854075;;SE0000106270;Bekleidungsherstellung;Zyklische Konsumgüter;;;0;0;;;;;;6;;https://www.ariva.de/Berkshire-aktie;;https://www.ariva.de/Berkshire-aktie/Kurse/historische-kurse
230616;Neste OYJ;A0D9U6;;IT0004965148;Bekleidungsherstellung;Zyklische Konsumgüter;;;0;0;;;;;;6;;https://www.ariva.de/Neste-aktie;;https://www.ariva.de/Neste-aktie/Kurse/historische-kurse
230617;TEGNA Inc.;A14VMF;;CA87241L1094;Spedition;Industrie;;;0;0;;;;;;6;;https://www.ariva.de/TEGNA-aktie;;https://www.ariva.de/TEGNA-aktie/Kurse/historische-kurse
230618;A.P.Møller-Mærsk A/S;861837;;NO0003028904;Verlag;Kommunikationsdienstleistungen;;;0;0;;;;;;6;;https://www.ariva.de/A.P.Møller-Mærsk-aktie;;https://www.ariva.de/A.P.Møller-Mærsk-aktie/Kurse/historische-kurse
230619;Wallenius Wilhelmsen ASA;A1C0ZS;;SE0000115420;Farm & Schwere Baumaschinen;Industrie;;;0;0;;;;;;6;;https://www.ariva.de/Wallenius-aktie;;https://www.ariva.de/Wallenius-aktie/Kurse/historische-kurse
230620;Manulife Financial Corp.;926517;;NO0005052605;Aluminium;Grundstoffe;;;0;0;;;;;;6;;https://www.ariva.de/Manulife-aktie;;https://www.ariva.de/Manulife-aktie/Kurse/historische-kurse
230621;Kuehne + Nagel International AG;A0JLZL;;US0138721065;Aluminium;Grundstoffe;;;0;0;;;;;;6;;https://www.ariva.de/Kuehne-aktie;;https://www.ariva.de/Kuehne-aktie/Kurse/historische-kurse
230622;CEZ AS;887832;;FR0013467479;Aluminium;Grundstoffe;;;0;0;;;;;;6;;https://www.ariva.de/CEZ-aktie;;https://www.ariva.de/CEZ-aktie/Kurse/historische-kurse
230623;Orsted A/S;A0NBLH;;PLKETY000011;Aluminium;Grundstoffe;;;0;0;;;;;;6;;https://www.ariva.de/Orsted-aktie;;https://www.ariva.de/Orsted-aktie/Kurse/historische-kurse
230624;EDP Renováveis S.A.;A0Q249;;GB00BMX86B70;Arzneimittelherstellern- Spezielle und Generische;Gesundheitswesen;;;0;0;;;;;;6;;https://www.ariva.de/EDP-aktie;;https://www.ariva.de/EDP-aktie/Kurse/historische-kurse
230625;Triple Flag Precious Metals Corp;A2PYB1;;CH1243598427;Arzneimittelherstellern- Spezielle und Generische;Gesundheitswesen;;;0;0;;;;;;6;;https://www.ariva.de/Triple-aktie;;https://www.ariva.de/Triple-aktie/Kurse/historische-kurse
230626;China Gold Intl Res Corp. Ltd.;A1C1KW;;IT0003796171;Konglomerate;Industrie;;;0;0;;;;;;6;;https://www.ariva.de/China-aktie;;https://www.ariva.de/China-aktie/Kurse/historische-kurse
230627;Fidelity National Finl Inc.;A1166U;;SE0015962477;Konglomerate;Industrie;;;0;0;;;;;;6;;https://www.ariva.de/Fidelity-aktie;;https://www.ariva.de/Fidelity-aktie/Kurse/historische-kurse
230628;Coursera Inc;A2QRZ7;;BMG169621056;Landwirtschaftliche Erzeugnisse;Defensive Konsumgüter;;;0;0;;;;;;6;;https://www.ariva.de/Coursera-aktie;;https://www.ariva.de/Coursera-aktie/Kurse/historische-kurse
230629;Stride Inc.;A2QJVN;;NO0003054108;Landwirtschaftliche Erzeugnisse;Defensive Konsumgüter;;;0;0;;;;;;6;;https://www.ariva.de/Stride-aktie;;https://www.ariva.de/Stride-aktie/Kurse/historische-kurse
230630;D'Ieteren S.A.;A1H5AN;;CA94106B1013;Abfallwirtschaft;Industrie;;;0;0;;;;;;6;;https://www.ariva.de/D'Ieteren-aktie;;https://www.ariva.de/D'Ieteren-aktie/Kurse/historische-kurse
230631;Gecina S.A.;A0BLMY;;FR0010451203;Elektronik & Computer-Vertrieb;Technologie;;;0;0;;;;;;6;;https://www.ariva.de/Gecina-aktie;;https://www.ariva.de/Gecina-aktie/Kurse/historische-kurse
230632;Solvay S.A.;856200;;US29670G1022;Versorgungsunternehmen - Geregelte Wasser;Versorger;;;0;0;;;;;;6;;https://www.ariva.de/Solvay-aktie;;https://www.ariva.de/Solvay-aktie/Kurse/historische-kurse
230633;Annaly Capital Management;A3DUCY;;CA8849038085;Spezielle Unternehmensdienstleistungen;Industrie;;;0;0;;;;;;6;;https://www.ariva.de/Annaly-aktie;;https://www.ariva.de/Annaly-aktie/Kurse/historische-kurse
230634;Rithm Capital Corporation;A12DW2;;GB0003718474;Freizeit;Zyklische Konsumgüter;;;0;0;;;;;;6;;https://www.ariva.de/Rithm-aktie;;https://www.ariva.de/Rithm-aktie/Kurse/historische-kurse
230635;Consol Energy Inc.;A2H68W;;FR0000130403;Luxuswaren;Zyklische Konsumgüter;;;0;0;;;;;;6;;https://www.ariva.de/Consol-aktie;;https://www.ariva.de/Consol-aktie/Kurse/historische-kurse
230636;Peabody Energy Corp.;A2DPT7;;US70932M1071;Hypothekenfinanzierung;Finanzdienstleistungen;;;0;0;;;;;;6;;https://www.ariva.de/Peabody-aktie;;https://www.ariva.de/Peabody-aktie/Kurse/historische-kurse
230637;Natural Resource Partners L.P.;A2AEXT;;CA33564P1036;Hypothekenfinanzierung;Finanzdienstleistungen;;;0;0;;;;;;6;;https://www.ariva.de/Natural-aktie;;https://www.ariva.de/Natural-aktie/Kurse/historische-kurse
230638;Arch Resources Inc.;A2P4W1;;CA92938W2022;Ingenieurwesen und Bau;Industrie;;;0;0;;;;;;6;;https://www.ariva.de/Arch-aktie;;https://www.ariva.de/Arch-aktie/Kurse/historische-kurse
230639;Alpha Metallurgical Resources Inc;A2QNUN;;SE0012673267;Glücksspiel;Zyklische Konsumgüter;;;0;0;;;;;;6;;https://www.ariva.de/Alpha-aktie;;https://www.ariva.de/Alpha-aktie/Kurse/historische-kurse
230640;Warrior Met Coal Inc.;A2DN7L;;US0846701086;Versicherung - Diversifizierte;Finanzdienstleistungen;;;0;0;;;;;;6;;https://www.ariva.de/Warrior-aktie;;https://www.ariva.de/Warrior-aktie/Kurse/historische-kurse
230641;Jastrzebska Spolka Weglowa S.A;A1JCB2;;FI0009013296;Öl und Gas - Raffination und Vermarktung;Energie;;;0;0;;;;;;6;;https://www.ariva.de/Jastrzebska-aktie;;https://www.ariva.de/Jastrzebska-aktie/Kurse/historische-kurse
230642;Rexel S.A.;A0MM7Q;;US87901J1051;Übertragungen;Kommunikationsdienstleistungen;;;0;0;;;;;;6;;https://www.ariva.de/Rexel-aktie;;https://www.ariva.de/Rexel-aktie/Kurse/historische-kurse
230643;A.P.Møller-Mærsk A/S;861837;;DK0010244508;Seeschifffahrt;Industrie;;;0;0;;;;;;6;;https://www.ariva.de/A.P.Møller-Mærsk-aktie;;https://www.ariva.de/A.P.Møller-Mærsk-aktie/Kurse/historische-kurse
230644;Wallenius Wilhelmsen ASA;A1C0ZS;;NO0010571680;Seeschifffahrt;Industrie;;;0;0;;;;;;6;;https://www.ariva.de/Wallenius-aktie;;https://www.ariva.de/Wallenius-aktie/Kurse/historische-kurse
230645;Berkshire Hathaway Inc.;854075;;CA56501R1064;Lebensversicherung;Finanzdienstleistungen;;;0;0;;;;;;6;;https://www.ariva.de/Berkshire-aktie;;https://www.ariva.de/Berkshire-aktie/Kurse/historische-kurse
230646;Flughafen Wien AG;A2AMK9;;CH0025238863;Integrierte Fracht & Logistik;Industrie;;;0;0;;;;;;6;;https://www.ariva.de/Flughafen-aktie;;https://www.ariva.de/Flughafen-aktie/Kurse/historische-kurse
230647;Aéroports de Paris S.A.;A0J2WM;;CZ0005112300;Versorgungsunternehmen - erneuerbar;Versorger;;;0;0;;;;;;6;;https://www.ariva.de/Aéroports-aktie;;https://www.ariva.de/Aéroports-aktie/Kurse/historische-kurse
230648;Flughafen Zürich AG;A2AJEP;;DK0060094928;Versorgungsunternehmen - erneuerbar;Versorger;;;0;0;;;;;;6;;https://www.ariva.de/Flughafen-aktie;;https://www.ariva.de/Flughafen-aktie/Kurse/historische-kurse
230649;Københavns Lufthavne AS;890262;;ES0127797019;Versorgungsunternehmen - erneuerbar;Versorger;;;0;0;;;;;;6;;https://www.ariva.de/Københavns-aktie;;https://www.ariva.de/Københavns-aktie/Kurse/historische-kurse
230650;Royal Bank of Canada;852173;;CA89679M1041;Andere Edelmetalle & Bergbau;Grundstoffe;;;0;0;;;;;;6;;https://www.ariva.de/Royal-aktie;;https://www.ariva.de/Royal-aktie/Kurse/historische-kurse
230651;Adecco Group AG;922031;;CA16890P1036;Andere Edelmetalle & Bergbau;Grundstoffe;;;0;0;;;;;;6;;https://www.ariva.de/Adecco-aktie;;https://www.ariva.de/Adecco-aktie/Kurse/historische-kurse
230652;Coursera Inc;A2QRZ7;;US31620R3030;Spezialversicherungen;Finanzdienstleistungen;;;0;0;;;;;;6;;https://www.ariva.de/Coursera-aktie;;https://www.ariva.de/Coursera-aktie/Kurse/historische-kurse
230653;Stride Inc.;A2QJVN;;US22266M1045;Ausbildungs und Fortbildungsdienstleistungsfirmen;Defensive Konsumgüter;;;0;0;;;;;;6;;https://www.ariva.de/Stride-aktie;;https://www.ariva.de/Stride-aktie/Kurse/historische-kurse
230654;Svenska Cellulosa AB;895273;;US86333M1080;Ausbildungs und Fortbildungsdienstleistungsfirmen;Defensive Konsumgüter;;;0;0;;;;;;6;;https://www.ariva.de/Svenska-aktie;;https://www.ariva.de/Svenska-aktie/Kurse/historische-kurse
230655;West Fraser Timber Co. Ltd.;870918;;BE0974259880;Auto und LKW Vertragshändler;Zyklische Konsumgüter;;;0;0;;;;;;6;;https://www.ariva.de/West-aktie;;https://www.ariva.de/West-aktie/Kurse/historische-kurse
230656;Stella-Jones Inc.;891500;;FR0010040865;REIT - Büro;Immobilien;;;0;0;;;;;;6;;https://www.ariva.de/Stella-Jones-aktie;;https://www.ariva.de/Stella-Jones-aktie/Kurse/historische-kurse
230657;Intact Financial Corp.;A0RNQW;;BE0003470755;Chemikalien;Grundstoffe;;;0;0;;;;;;6;;https://www.ariva.de/Intact-aktie;;https://www.ariva.de/Intact-aktie/Kurse/historische-kurse
230658;Cleveland-Cliffs Inc.;A2DVSM;;US0357108390;REIT - Hypothek;Immobilien;;;0;0;;;;;;6;;https://www.ariva.de/Cleveland-Cliffs-aktie;;https://www.ariva.de/Cleveland-Cliffs-aktie/Kurse/historische-kurse
230659;Blackstone Group Inc., The;A2PM4W;;US64828T2015;REIT - Hypothek;Immobilien;;;0;0;;;;;;6;;https://www.ariva.de/Blackstone-aktie;;https://www.ariva.de/Blackstone-aktie/Kurse/historische-kurse
230660;Investor A (FRIA) O.N.;A3CMTF;;US20854L1089;Kraftwerkskohle;Energie;;;0;0;;;;;;6;;https://www.ariva.de/Investor-aktie;;https://www.ariva.de/Investor-aktie/Kurse/historische-kurse
