ID;Bezeichnung;WKN;secu;ISIN;Branche;Sektor;Indizes;WP_Art;Veraenderung_zum_Vortag_€;Veraenderung_zum_Vortag_%;link_Hauptseite;link_Chart;link_Kurshistorie;link_Analysten;link_GuV;Boerse_ID;;;;
232158;Weston Ltd., George;852885;;CA1363751027;Eisenbahnen;Industrie;;;0;0;;;;;;6;;https://www.ariva.de/Weston-aktie;;https://www.ariva.de/Weston-aktie/Kurse/historische-kurse
232159;Royal Bank of Canada;852173;;CA13646K1084;Eisenbahnen;Industrie;;;0;0;;;;;;6;;https://www.ariva.de/Royal-aktie;;https://www.ariva.de/Royal-aktie/Kurse/historische-kurse
232160;Canadian National Railway Co.;897879;;SE0000115420;Farm & Schwere Baumaschinen;Industrie;;;0;0;;;;;;6;;https://www.ariva.de/Canadian-aktie;;https://www.ariva.de/Canadian-aktie/Kurse/historische-kurse
232161;Canadian Pacific Kansas City Limited;A3D9ZG;;CA01626P1484;Fachhandel;Zyklische Konsumgüter;;;0;0;;;;;;6;;https://www.ariva.de/Canadian-aktie;;https://www.ariva.de/Canadian-aktie/Kurse/historische-kurse
232162;A.P.Møller-Mærsk A/S;861837;;SE0000108656;Kommunikationseinrichtung;Technologie;;;0;0;;;;;;6;;https://www.ariva.de/A.P.Møller-Mærsk-aktie;;https://www.ariva.de/A.P.Møller-Mærsk-aktie/Kurse/historische-kurse
232163;Wallenius Wilhelmsen ASA;A1C0ZS;;CH1134540470;Schuhe und Accessoires;Zyklische Konsumgüter;;;0;0;;;;;;6;;https://www.ariva.de/Wallenius-aktie;;https://www.ariva.de/Wallenius-aktie/Kurse/historische-kurse
232164;Chocoladef. Lindt & Sprüngli;859568;;CA29250N1050;Öl und Gas - Midstream;Energie;;;0;0;;;;;;6;;https://www.ariva.de/Chocoladef.-aktie;;https://www.ariva.de/Chocoladef.-aktie/Kurse/historische-kurse
232165;Barry Callebaut AG;914661;;US2937921078;Öl und Gas - Midstream;Energie;;;0;0;;;;;;6;;https://www.ariva.de/Barry-aktie;;https://www.ariva.de/Barry-aktie/Kurse/historische-kurse
232166;Blackstone Group Inc., The;A2PM4W;;US29273V1008;Öl und Gas - Midstream;Energie;;;0;0;;;;;;6;;https://www.ariva.de/Blackstone-aktie;;https://www.ariva.de/Blackstone-aktie/Kurse/historische-kurse
232167;KKR & Co;A2LQV6;;US22266M1045;Ausbildungs und Fortbildungsdienstleistungsfirmen;Defensive Konsumgüter;;;0;0;;;;;;6;;https://www.ariva.de/KKR-aktie;;https://www.ariva.de/KKR-aktie/Kurse/historische-kurse
232168;Investor A (FRIA) O.N.;A3CMTF;;US86333M1080;Ausbildungs und Fortbildungsdienstleistungsfirmen;Defensive Konsumgüter;;;0;0;;;;;;6;;https://www.ariva.de/Investor-aktie;;https://www.ariva.de/Investor-aktie/Kurse/historische-kurse
232169;Berkshire Hathaway Inc.;854075;;NL0015000IY2;Unterhaltung;Kommunikationsdienstleistungen;;;0;0;;;;;;6;;https://www.ariva.de/Berkshire-aktie;;https://www.ariva.de/Berkshire-aktie/Kurse/historische-kurse
232170;Foncière des Murs S.C.A.;798307;;PTJMT0AE0001;Speisenverteilung;Defensive Konsumgüter;;;0;0;;;;;;6;;https://www.ariva.de/Foncière-aktie;;https://www.ariva.de/Foncière-aktie/Kurse/historische-kurse
232171;PennyMac Financial Services;A2N8PG;;US0846701086;Versicherung - Diversifizierte;Finanzdienstleistungen;;;0;0;;;;;;6;;https://www.ariva.de/PennyMac-aktie;;https://www.ariva.de/PennyMac-aktie/Kurse/historische-kurse
232172;OSB GROUP PLC Registered Shares LS 3,04;A2QFHP;;US87901J1051;Übertragungen;Kommunikationsdienstleistungen;;;0;0;;;;;;6;;https://www.ariva.de/OSB-aktie;;https://www.ariva.de/OSB-aktie/Kurse/historische-kurse
232173;Schibsted ASA;884432;;US7710491033;Elektronische Spiele und Multimedia;Kommunikationsdienstleistungen;;;0;0;;;;;;6;;https://www.ariva.de/Schibsted-aktie;;https://www.ariva.de/Schibsted-aktie/Kurse/historische-kurse
232174;UPM Kymmene Corp.;881026;;SE0016828511;Elektronische Spiele und Multimedia;Kommunikationsdienstleistungen;;;0;0;;;;;;6;;https://www.ariva.de/UPM-aktie;;https://www.ariva.de/UPM-aktie/Kurse/historische-kurse
232175;Stora Enso Oyj;871004;;US92858V1017;Verbraucherelektronik;Technologie;;;0;0;;;;;;6;;https://www.ariva.de/Stora-aktie;;https://www.ariva.de/Stora-aktie/Kurse/historische-kurse
232176;Holmen AB;A2JK8T;;CA0084741085;Gold;Grundstoffe;;;0;0;;;;;;6;;https://www.ariva.de/Holmen-aktie;;https://www.ariva.de/Holmen-aktie/Kurse/historische-kurse
232177;UNIVERSAL MUSIC GROUP EO1;A3C291;;CA9628791027;Gold;Grundstoffe;;;0;0;;;;;;6;;https://www.ariva.de/UNIVERSAL-aktie;;https://www.ariva.de/UNIVERSAL-aktie/Kurse/historische-kurse
232178;SKF AB;852608;;IT0005495657;Öl und Gasanlagen und Dienstleistungen;Energie;;;0;0;;;;;;6;;https://www.ariva.de/SKF-aktie;;https://www.ariva.de/SKF-aktie/Kurse/historische-kurse
232179;Ericsson (Telefon L.M.Ericsson;850001;;LU2598331598;Öl und Gasanlagen und Dienstleistungen;Energie;;;0;0;;;;;;6;;https://www.ariva.de/Ericsson-aktie;;https://www.ariva.de/Ericsson-aktie/Kurse/historische-kurse
232180;Alimentation Couche-Tard;A3DSL8;;US0357108390;REIT - Hypothek;Immobilien;;;0;0;;;;;;6;;https://www.ariva.de/Alimentation-aktie;;https://www.ariva.de/Alimentation-aktie/Kurse/historische-kurse
232181;Lagercrantz Group AB;A2QEJ6;;US64828T2015;REIT - Hypothek;Immobilien;;;0;0;;;;;;6;;https://www.ariva.de/Lagercrantz-aktie;;https://www.ariva.de/Lagercrantz-aktie/Kurse/historische-kurse
232182;Fidelity National Finl Inc.;A1166U;;US22266M1045;Ausbildungs und Fortbildungsdienstleistungsfirmen;Defensive Konsumgüter;;;0;0;;;;;;6;;https://www.ariva.de/Fidelity-aktie;;https://www.ariva.de/Fidelity-aktie/Kurse/historische-kurse
232183;Allegro.eu Registered Shares ZY -,01;A2QEGF;;US86333M1080;Ausbildungs und Fortbildungsdienstleistungsfirmen;Defensive Konsumgüter;;;0;0;;;;;;6;;https://www.ariva.de/Allegro.eu-aktie;;https://www.ariva.de/Allegro.eu-aktie/Kurse/historische-kurse
232184;Coupang;A2QQZ2;;US98585X1046;Freizeit;Zyklische Konsumgüter;;;0;0;;;;;;6;;#WERT!;;#WERT!
232185;Thomson Reuters Corp;A3EETN;;US87901J1051;Übertragungen;Kommunikationsdienstleistungen;;;0;0;;;;;;6;;https://www.ariva.de/Thomson-aktie;;https://www.ariva.de/Thomson-aktie/Kurse/historische-kurse
232186;WSP Global Inc.;A1XBPS;;US29670G1022;Versorgungsunternehmen - Geregelte Wasser;Versorger;;;0;0;;;;;;6;;https://www.ariva.de/WSP-aktie;;https://www.ariva.de/WSP-aktie/Kurse/historische-kurse
232187;Kuehne + Nagel International AG;A0JLZL;;SE0015961909;Wissenschaftliche und technische Instrumente;Technologie;;;0;0;;;;;;6;;https://www.ariva.de/Kuehne-aktie;;https://www.ariva.de/Kuehne-aktie/Kurse/historische-kurse
232188;Neste OYJ;A0D9U6;;GB0003718474;Freizeit;Zyklische Konsumgüter;;;0;0;;;;;;6;;https://www.ariva.de/Neste-aktie;;https://www.ariva.de/Neste-aktie/Kurse/historische-kurse
232189;Jerónimo Martins, SGPS, S.A.;878605;;CH0012138605;Personalvermittlung und Personaldienstleistungen;Industrie;;;0;0;;;;;;6;;https://www.ariva.de/Jerónimo-aktie;;https://www.ariva.de/Jerónimo-aktie/Kurse/historische-kurse
232190;Enbridge Inc.;885427;;FR0000121634;Infrastrukturbetrieb;Industrie;;;0;0;;;;;;6;;https://www.ariva.de/Enbridge-aktie;;https://www.ariva.de/Enbridge-aktie/Kurse/historische-kurse
232191;Enterprise Prods Partners L.P.;915716;;FR0010451203;Elektronik & Computer-Vertrieb;Technologie;;;0;0;;;;;;6;;https://www.ariva.de/Enterprise-aktie;;https://www.ariva.de/Enterprise-aktie/Kurse/historische-kurse
232192;Energy Transfer L.P.;A0JJTN;;CA9611485090;Lebensmittelgeschäfte;Defensive Konsumgüter;;;0;0;;;;;;6;;https://www.ariva.de/Energy-aktie;;https://www.ariva.de/Energy-aktie/Kurse/historische-kurse
232193;Evolution Gaming Gr.AB (publ);A2PK19;;CA7800871021;Banken - diversifiziert;Finanzdienstleistungen;;;0;0;;;;;;6;;https://www.ariva.de/Evolution-aktie;;https://www.ariva.de/Evolution-aktie/Kurse/historische-kurse
232194;Manulife Financial Corp.;926517;;CA1363751027;Eisenbahnen;Industrie;;;0;0;;;;;;6;;https://www.ariva.de/Manulife-aktie;;https://www.ariva.de/Manulife-aktie/Kurse/historische-kurse
232195;Loblaw Companies Ltd.;853286;;CA13646K1084;Eisenbahnen;Industrie;;;0;0;;;;;;6;;https://www.ariva.de/Loblaw-aktie;;https://www.ariva.de/Loblaw-aktie/Kurse/historische-kurse
232196;China Gold Intl Res Corp. Ltd.;A1C1KW;;DK0010244508;Seeschifffahrt;Industrie;;;0;0;;;;;;6;;https://www.ariva.de/China-aktie;;https://www.ariva.de/China-aktie/Kurse/historische-kurse
232197;Jastrzebska Spolka Weglowa S.A;A1JCB2;;NO0010571680;Seeschifffahrt;Industrie;;;0;0;;;;;;6;;https://www.ariva.de/Jastrzebska-aktie;;https://www.ariva.de/Jastrzebska-aktie/Kurse/historische-kurse
232198;Alpha Metallurgical Resources Inc;A2QNUN;;CH0010570759;Konditoren;Defensive Konsumgüter;;;0;0;;;;;;6;;https://www.ariva.de/Alpha-aktie;;https://www.ariva.de/Alpha-aktie/Kurse/historische-kurse
232199;Warrior Met Coal Inc.;A2DN7L;;CH0009002962;Konditoren;Defensive Konsumgüter;;;0;0;;;;;;6;;https://www.ariva.de/Warrior-aktie;;https://www.ariva.de/Warrior-aktie/Kurse/historische-kurse
232200;Arch Resources Inc.;A2P4W1;;US09260D1072;Vermögensverwaltung;Finanzdienstleistungen;;;0;0;;;;;;6;;https://www.ariva.de/Arch-aktie;;https://www.ariva.de/Arch-aktie/Kurse/historische-kurse
232201;Coats Group PLC;A1JA3L;;US48251W1045;Vermögensverwaltung;Finanzdienstleistungen;;;0;0;;;;;;6;;https://www.ariva.de/Coats-aktie;;https://www.ariva.de/Coats-aktie/Kurse/historische-kurse
232202;Spirit Realty Capital Inc.;A2PAJV;;SE0015811955;Vermögensverwaltung;Finanzdienstleistungen;;;0;0;;;;;;6;;https://www.ariva.de/Spirit-aktie;;https://www.ariva.de/Spirit-aktie/Kurse/historische-kurse
232203;Carnival PLC;120071;;US0846701086;Versicherung - Diversifizierte;Finanzdienstleistungen;;;0;0;;;;;;6;;https://www.ariva.de/Carnival-aktie;;https://www.ariva.de/Carnival-aktie/Kurse/historische-kurse
232204;Howard Hughes Holdings Inc;A3ERKJ;;FR0000060303;REIT - Hotel und Motel;Immobilien;;;0;0;;;;;;6;;https://www.ariva.de/Howard-aktie;;https://www.ariva.de/Howard-aktie/Kurse/historische-kurse
232205;Fastighets AB Balder;A3DM8U;;US70932M1071;Hypothekenfinanzierung;Finanzdienstleistungen;;;0;0;;;;;;6;;https://www.ariva.de/Fastighets-aktie;;https://www.ariva.de/Fastighets-aktie/Kurse/historische-kurse
232206;Brookfield Corporation;A3D3EV;;GB00BLDRH360;Hypothekenfinanzierung;Finanzdienstleistungen;;;0;0;;;;;;6;;https://www.ariva.de/Brookfield-aktie;;https://www.ariva.de/Brookfield-aktie/Kurse/historische-kurse
232207;Solvay S.A.;856200;;NO0003028904;Verlag;Kommunikationsdienstleistungen;;;0;0;;;;;;6;;https://www.ariva.de/Solvay-aktie;;https://www.ariva.de/Solvay-aktie/Kurse/historische-kurse
232208;CEZ AS;887832;;FI0009005987;Papier und Papierprodukte;Grundstoffe;;;0;0;;;;;;6;;https://www.ariva.de/CEZ-aktie;;https://www.ariva.de/CEZ-aktie/Kurse/historische-kurse
232209;Orsted A/S;A0NBLH;;FI0009005961;Papier und Papierprodukte;Grundstoffe;;;0;0;;;;;;6;;https://www.ariva.de/Orsted-aktie;;https://www.ariva.de/Orsted-aktie/Kurse/historische-kurse
232210;EDP Renováveis S.A.;A0Q249;;SE0011090000;Papier und Papierprodukte;Grundstoffe;;;0;0;;;;;;6;;https://www.ariva.de/EDP-aktie;;https://www.ariva.de/EDP-aktie/Kurse/historische-kurse
232211;Volvo (A);871229;;NL0015000IY2;Unterhaltung;Kommunikationsdienstleistungen;;;0;0;;;;;;6;;https://www.ariva.de/Volvo-aktie;;https://www.ariva.de/Volvo-aktie/Kurse/historische-kurse
232212;Gecina S.A.;A0BLMY;;SE0000108227;Werkzeuge und Zubehör;Industrie;;;0;0;;;;;;6;;https://www.ariva.de/Gecina-aktie;;https://www.ariva.de/Gecina-aktie/Kurse/historische-kurse
232213;H & M Hennes & Mauritz AB;872318;;SE0000108656;Kommunikationseinrichtung;Technologie;;;0;0;;;;;;6;;https://www.ariva.de/H-aktie;;https://www.ariva.de/H-aktie/Kurse/historische-kurse
232214;Moncler S.p.A.;A1W66W;;CA01626P1484;Fachhandel;Zyklische Konsumgüter;;;0;0;;;;;;6;;https://www.ariva.de/Moncler-aktie;;https://www.ariva.de/Moncler-aktie/Kurse/historische-kurse
232215;LPP S.A.;121065;;SE0014990966;Elektronische Bauelemente;Technologie;;;0;0;;;;;;6;;https://www.ariva.de/LPP-aktie;;https://www.ariva.de/LPP-aktie/Kurse/historische-kurse
232216;Norsk Hydro ASA;851908;;US31620R3030;Spezialversicherungen;Finanzdienstleistungen;;;0;0;;;;;;6;;https://www.ariva.de/Norsk-aktie;;https://www.ariva.de/Norsk-aktie/Kurse/historische-kurse
232217;Alcoa Corp.;A2ASZ7;;LU2237380790;Internet-Einzelhandel;Zyklische Konsumgüter;;;0;0;;;;;;6;;https://www.ariva.de/Alcoa-aktie;;https://www.ariva.de/Alcoa-aktie/Kurse/historische-kurse
232218;Constellium SE;A2PWZL;;US22266T1097;Internet-Einzelhandel;Zyklische Konsumgüter;;;0;0;;;;;;6;;https://www.ariva.de/Constellium-aktie;;https://www.ariva.de/Constellium-aktie/Kurse/historische-kurse
232219;Grupa Kety S.A.;898447;;CA8849038085;Spezielle Unternehmensdienstleistungen;Industrie;;;0;0;;;;;;6;;https://www.ariva.de/Grupa-aktie;;https://www.ariva.de/Grupa-aktie/Kurse/historische-kurse
232220;Heineken Holding N.V.;A0ETXG;;CA92938W2022;Ingenieurwesen und Bau;Industrie;;;0;0;;;;;;6;;https://www.ariva.de/Heineken-aktie;;https://www.ariva.de/Heineken-aktie/Kurse/historische-kurse
232221;Carlsberg AS;861061;;CH0025238863;Integrierte Fracht & Logistik;Industrie;;;0;0;;;;;;6;;https://www.ariva.de/Carlsberg-aktie;;https://www.ariva.de/Carlsberg-aktie/Kurse/historische-kurse
232222;Storebrand ASA;867218;;FI0009013296;Öl und Gas - Raffination und Vermarktung;Energie;;;0;0;;;;;;6;;https://www.ariva.de/Storebrand-aktie;;https://www.ariva.de/Storebrand-aktie/Kurse/historische-kurse
232223;Poste Italiane S.p.A.;A14V64;;PTJMT0AE0001;Speisenverteilung;Defensive Konsumgüter;;;0;0;;;;;;6;;https://www.ariva.de/Poste-aktie;;https://www.ariva.de/Poste-aktie/Kurse/historische-kurse
232224;CTP NV;A2QRMW;;CA29250N1050;Öl und Gas - Midstream;Energie;;;0;0;;;;;;6;;https://www.ariva.de/CTP-aktie;;https://www.ariva.de/CTP-aktie/Kurse/historische-kurse
232225;Atrium Ljungberg AB;533995;;US2937921078;Öl und Gas - Midstream;Energie;;;0;0;;;;;;6;;https://www.ariva.de/Atrium-aktie;;https://www.ariva.de/Atrium-aktie/Kurse/historische-kurse
232226;Forestar Group Inc.;A2H5CR;;US29273V1008;Öl und Gas - Midstream;Energie;;;0;0;;;;;;6;;https://www.ariva.de/Forestar-aktie;;https://www.ariva.de/Forestar-aktie/Kurse/historische-kurse
232227;Capital Power Corp.;A0RP0Y;;SE0012673267;Glücksspiel;Zyklische Konsumgüter;;;0;0;;;;;;6;;https://www.ariva.de/Capital-aktie;;https://www.ariva.de/Capital-aktie/Kurse/historische-kurse
232228;TFI International Inc.;A2DJ2Q;;CA56501R1064;Lebensversicherung;Finanzdienstleistungen;;;0;0;;;;;;6;;https://www.ariva.de/TFI-aktie;;https://www.ariva.de/TFI-aktie/Kurse/historische-kurse
232229;Knight-Swift Transp. Hldgs Inc;A2DW9M;;CA5394811015;Lebensmittelgeschäfte;Defensive Konsumgüter;;;0;0;;;;;;6;;https://www.ariva.de/Knight-Swift-aktie;;https://www.ariva.de/Knight-Swift-aktie/Kurse/historische-kurse
232230;Umicore S.A.;A2H5A3;;CA16890P1036;Andere Edelmetalle & Bergbau;Grundstoffe;;;0;0;;;;;;6;;https://www.ariva.de/Umicore-aktie;;https://www.ariva.de/Umicore-aktie/Kurse/historische-kurse
232231;Flughafen Wien AG;A2AMK9;;PLJSW0000015;Kokskohle;Grundstoffe;;;0;0;;;;;;6;;https://www.ariva.de/Flughafen-aktie;;https://www.ariva.de/Flughafen-aktie/Kurse/historische-kurse
232232;Aéroports de Paris S.A.;A0J2WM;;US0207641061;Kokskohle;Grundstoffe;;;0;0;;;;;;6;;https://www.ariva.de/Aéroports-aktie;;https://www.ariva.de/Aéroports-aktie/Kurse/historische-kurse
232233;Flughafen Zürich AG;A2AJEP;;US93627C1018;Kokskohle;Grundstoffe;;;0;0;;;;;;6;;https://www.ariva.de/Flughafen-aktie;;https://www.ariva.de/Flughafen-aktie/Kurse/historische-kurse
232234;Neste OYJ;A0D9U6;;US03940R1077;Kokskohle;Grundstoffe;;;0;0;;;;;;6;;https://www.ariva.de/Neste-aktie;;https://www.ariva.de/Neste-aktie/Kurse/historische-kurse
232235;First Quantum Minerals Ltd.;904604;;GB00B4YZN328;Textilherstellung;Zyklische Konsumgüter;;;0;0;;;;;;6;;https://www.ariva.de/First-aktie;;https://www.ariva.de/First-aktie/Kurse/historische-kurse
232236;Gecina S.A.;A0BLMY;;US84860W3007;REIT - Diversifizierte;Immobilien;;;0;0;;;;;;6;;https://www.ariva.de/Gecina-aktie;;https://www.ariva.de/Gecina-aktie/Kurse/historische-kurse
232237;Rexel S.A.;A0MM7Q;;GB0031215220;Freizeit;Zyklische Konsumgüter;;;0;0;;;;;;6;;https://www.ariva.de/Rexel-aktie;;https://www.ariva.de/Rexel-aktie/Kurse/historische-kurse
232238;Agnico Eagle Mines Ltd.;860325;;US44267T1025;Immobilien - diversifiziert;Immobilien;;;0;0;;;;;;6;;https://www.ariva.de/Agnico-aktie;;https://www.ariva.de/Agnico-aktie/Kurse/historische-kurse
232239;Wheaton Precious Metals Corp.;A2DRBP;;SE0017832488;Immobilien - diversifiziert;Immobilien;;;0;0;;;;;;6;;https://www.ariva.de/Wheaton-aktie;;https://www.ariva.de/Wheaton-aktie/Kurse/historische-kurse
232240;H & M Hennes & Mauritz AB;872318;;CA11271J1075;Vermögensverwaltung;Finanzdienstleistungen;;;0;0;;;;;;6;;https://www.ariva.de/H-aktie;;https://www.ariva.de/H-aktie/Kurse/historische-kurse
232241;Moncler S.p.A.;A1W66W;;BE0003470755;Chemikalien;Grundstoffe;;;0;0;;;;;;6;;https://www.ariva.de/Moncler-aktie;;https://www.ariva.de/Moncler-aktie/Kurse/historische-kurse
232242;LPP S.A.;121065;;CZ0005112300;Versorgungsunternehmen - erneuerbar;Versorger;;;0;0;;;;;;6;;https://www.ariva.de/LPP-aktie;;https://www.ariva.de/LPP-aktie/Kurse/historische-kurse
232243;Svenska Cellulosa AB;895273;;DK0060094928;Versorgungsunternehmen - erneuerbar;Versorger;;;0;0;;;;;;6;;https://www.ariva.de/Svenska-aktie;;https://www.ariva.de/Svenska-aktie/Kurse/historische-kurse
232244;West Fraser Timber Co. Ltd.;870918;;ES0127797019;Versorgungsunternehmen - erneuerbar;Versorger;;;0;0;;;;;;6;;https://www.ariva.de/West-aktie;;https://www.ariva.de/West-aktie/Kurse/historische-kurse
232245;Stella-Jones Inc.;891500;;SE0000115420;Farm & Schwere Baumaschinen;Industrie;;;0;0;;;;;;6;;https://www.ariva.de/Stella-Jones-aktie;;https://www.ariva.de/Stella-Jones-aktie/Kurse/historische-kurse
232246;Ericsson (Telefon L.M.Ericsson;850001;;FR0010040865;REIT - Büro;Immobilien;;;0;0;;;;;;6;;https://www.ariva.de/Ericsson-aktie;;https://www.ariva.de/Ericsson-aktie/Kurse/historische-kurse
232247;Navigator Company S.A., The;895885;;SE0000106270;Bekleidungsherstellung;Zyklische Konsumgüter;;;0;0;;;;;;6;;https://www.ariva.de/Navigator-aktie;;https://www.ariva.de/Navigator-aktie/Kurse/historische-kurse
232248;UPM Kymmene Corp.;881026;;IT0004965148;Bekleidungsherstellung;Zyklische Konsumgüter;;;0;0;;;;;;6;;https://www.ariva.de/UPM-aktie;;https://www.ariva.de/UPM-aktie/Kurse/historische-kurse
232249;Stora Enso Oyj;871004;;PLLPP0000011;Bekleidungsherstellung;Zyklische Konsumgüter;;;0;0;;;;;;6;;https://www.ariva.de/Stora-aktie;;https://www.ariva.de/Stora-aktie/Kurse/historische-kurse
232250;Holmen AB;A2JK8T;;NO0005052605;Aluminium;Grundstoffe;;;0;0;;;;;;6;;https://www.ariva.de/Holmen-aktie;;https://www.ariva.de/Holmen-aktie/Kurse/historische-kurse
232251;Canadian National Railway Co.;897879;;US0138721065;Aluminium;Grundstoffe;;;0;0;;;;;;6;;https://www.ariva.de/Canadian-aktie;;https://www.ariva.de/Canadian-aktie/Kurse/historische-kurse
232252;Canadian Pacific Kansas City Limited;A3D9ZG;;FR0013467479;Aluminium;Grundstoffe;;;0;0;;;;;;6;;https://www.ariva.de/Canadian-aktie;;https://www.ariva.de/Canadian-aktie/Kurse/historische-kurse
232253;Kuehne + Nagel International AG;A0JLZL;;PLKETY000011;Aluminium;Grundstoffe;;;0;0;;;;;;6;;https://www.ariva.de/Kuehne-aktie;;https://www.ariva.de/Kuehne-aktie/Kurse/historische-kurse
232254;Philip Morris CR AS;887834;;NL0000008977;Getränke - Brauereien;Defensive Konsumgüter;;;0;0;;;;;;6;;https://www.ariva.de/Philip-aktie;;https://www.ariva.de/Philip-aktie/Kurse/historische-kurse
232255;TFI International Inc.;A2DJ2Q;;DK0010181759;Getränke - Brauereien;Defensive Konsumgüter;;;0;0;;;;;;6;;https://www.ariva.de/TFI-aktie;;https://www.ariva.de/TFI-aktie/Kurse/historische-kurse
232256;Blackstone Group Inc., The;A2PM4W;;NO0003053605;Finanzkonglomerate;Finanzdienstleistungen;;;0;0;;;;;;6;;https://www.ariva.de/Blackstone-aktie;;https://www.ariva.de/Blackstone-aktie/Kurse/historische-kurse
232257;KKR & Co;A2LQV6;;IT0003796171;Konglomerate;Industrie;;;0;0;;;;;;6;;https://www.ariva.de/KKR-aktie;;https://www.ariva.de/KKR-aktie/Kurse/historische-kurse
232258;Investor A (FRIA) O.N.;A3CMTF;;NL00150006R6;Immobilien-Entwicklung;Immobilien;;;0;0;;;;;;6;;https://www.ariva.de/Investor-aktie;;https://www.ariva.de/Investor-aktie/Kurse/historische-kurse
232259;Thomson Reuters Corp;A3EETN;;SE0000191827;Immobilien-Entwicklung;Immobilien;;;0;0;;;;;;6;;https://www.ariva.de/Thomson-aktie;;https://www.ariva.de/Thomson-aktie/Kurse/historische-kurse
232260;D'Ieteren S.A.;A1H5AN;;US3462321015;Immobilien-Entwicklung;Immobilien;;;0;0;;;;;;6;;https://www.ariva.de/D'Ieteren-aktie;;https://www.ariva.de/D'Ieteren-aktie/Kurse/historische-kurse
232261;Alimentation Couche-Tard;A3DSL8;;CA14042M1023;Versorgungsunternehmen - Unabhängige Energieerzeuger;Versorger;;;0;0;;;;;;6;;https://www.ariva.de/Alimentation-aktie;;https://www.ariva.de/Alimentation-aktie/Kurse/historische-kurse
232262;Lagercrantz Group AB;A2QEJ6;;CA87241L1094;Spedition;Industrie;;;0;0;;;;;;6;;https://www.ariva.de/Lagercrantz-aktie;;https://www.ariva.de/Lagercrantz-aktie/Kurse/historische-kurse
232263;Hexagon AB;A3CMTD;;US4990491049;Spedition;Industrie;;;0;0;;;;;;6;;https://www.ariva.de/Hexagon-aktie;;https://www.ariva.de/Hexagon-aktie/Kurse/historische-kurse
232264;Loblaw Companies Ltd.;853286;;BE0974320526;Umweltschutz- und Behandlungskontrolle;Industrie;;;0;0;;;;;;6;;https://www.ariva.de/Loblaw-aktie;;https://www.ariva.de/Loblaw-aktie/Kurse/historische-kurse
232265;SKF AB;852608;;AT00000VIE62;Flughäfen und Luftverkehrsdienste;Industrie;;;0;0;;;;;;6;;https://www.ariva.de/SKF-aktie;;https://www.ariva.de/SKF-aktie/Kurse/historische-kurse
232266;Salmar ASA;A0MR2G;;FR0010340141;Flughäfen und Luftverkehrsdienste;Industrie;;;0;0;;;;;;6;;https://www.ariva.de/Salmar-aktie;;https://www.ariva.de/Salmar-aktie/Kurse/historische-kurse
232267;Bunge Global SA;A3EYCJ;;CH0319416936;Flughäfen und Luftverkehrsdienste;Industrie;;;0;0;;;;;;6;;https://www.ariva.de/Bunge-aktie;;https://www.ariva.de/Bunge-aktie/Kurse/historische-kurse
232268;Mowi ASA;924848;;FI0009013296;Öl und Gas - Raffination und Vermarktung;Energie;;;0;0;;;;;;6;;https://www.ariva.de/Mowi-aktie;;https://www.ariva.de/Mowi-aktie/Kurse/historische-kurse
232269;Cleveland-Cliffs Inc.;A2DVSM;;CA3359341052;Kupfer;Grundstoffe;;;0;0;;;;;;6;;https://www.ariva.de/Cleveland-Cliffs-aktie;;https://www.ariva.de/Cleveland-Cliffs-aktie/Kurse/historische-kurse
232270;WSP Global Inc.;A1XBPS;;FR0010040865;REIT - Büro;Immobilien;;;0;0;;;;;;6;;https://www.ariva.de/WSP-aktie;;https://www.ariva.de/WSP-aktie/Kurse/historische-kurse
232271;JDC Group AG;A0B9N3;;FR0010451203;Elektronik & Computer-Vertrieb;Technologie;;;0;0;;;;;;6;;https://www.ariva.de/JDC-aktie;;https://www.ariva.de/JDC-aktie/Kurse/historische-kurse
232272;Storebrand ASA;867218;;CA0084741085;Gold;Grundstoffe;;;0;0;;;;;;6;;https://www.ariva.de/Storebrand-aktie;;https://www.ariva.de/Storebrand-aktie/Kurse/historische-kurse
232273;Manulife Financial Corp.;926517;;CA9628791027;Gold;Grundstoffe;;;0;0;;;;;;6;;https://www.ariva.de/Manulife-aktie;;https://www.ariva.de/Manulife-aktie/Kurse/historische-kurse
232274;Yara International ASA;A0BL7F;;SE0000106270;Bekleidungsherstellung;Zyklische Konsumgüter;;;0;0;;;;;;6;;https://www.ariva.de/Yara-aktie;;https://www.ariva.de/Yara-aktie/Kurse/historische-kurse
232275;Essential Utilities Inc.;A2PZEK;;IT0004965148;Bekleidungsherstellung;Zyklische Konsumgüter;;;0;0;;;;;;6;;https://www.ariva.de/Essential-aktie;;https://www.ariva.de/Essential-aktie/Kurse/historische-kurse
232276;GFL Environmental Inc.;A2PUD4;;PLLPP0000011;Bekleidungsherstellung;Zyklische Konsumgüter;;;0;0;;;;;;6;;https://www.ariva.de/GFL-aktie;;https://www.ariva.de/GFL-aktie/Kurse/historische-kurse
232277;Waste Connections Inc.;A2AKQ7;;SE0000171886;Holz Produktion;Grundstoffe;;;0;0;;;;;;6;;https://www.ariva.de/Waste-aktie;;https://www.ariva.de/Waste-aktie/Kurse/historische-kurse
